Gene_Name,Pseudogene_ID
TP57B,ENSSG153848243
HBBQR61,ENSSG493573387
HLA4G0P2,ENSSG393095633
FGFRD9OA1,ENSSG553625762
AKTJ1MC,ENSSG290403853
SOXIAHA1,ENSSG402547507
BRCAU2C,ENSSG730506037
JAKNQC,ENSSG835592933
LINCUAB,ENSSG426263403
LINCGGN2,ENSSG105718151
GATASM9A1,ENSSG336421384
HBB9Q21,ENSSG336185434
MYCYY1,ENSSG907345216
GATAETP2,ENSSG722316695
MYC5JEL,ENSSG345246891
JAKXUW2,ENSSG884843983
MYCQ1P2,ENSSG462518646
SOXZK2,ENSSG497303382
GATAZJ1,ENSSG902549164
MAPKJ8DP1,ENSSG973608579
BRCAX66A1,ENSSG137061292
GATAEI5B,ENSSG579955650
CDKEV5P2,ENSSG108986674
CDKOMP1,ENSSG858986629
CDKK0OB,ENSSG498516215
CDK6G72,ENSSG160389495
CDKRTRB,ENSSG666599472
EGFRVKZ2,ENSSG456207401
MYC7NP1,ENSSG099886957
MAPK1HZ2,ENSSG659707034
STAT1RPC,ENSSG191689698
FGFRRRSP1,ENSSG953965368
TPDDG1,ENSSG763254210
AKTJXC,ENSSG517135383
LINCIZL,ENSSG239848135
CDKMR3,ENSSG765944871
HLA0D1,ENSSG492033627
HLAZZA1,ENSSG207628843
FGFRXMA1,ENSSG324535130
CDKBRP1,ENSSG160755134
HLAZ3P2,ENSSG131455514
BRCAELOP1,ENSSG876114191
TPARP1,ENSSG322328923
JAKR0L,ENSSG341919509
AKTIFWP2,ENSSG887834396
LINCS9S3,ENSSG489154273
CDKSVL,ENSSG253491334
LINC3S41,ENSSG967721527
TP7V2,ENSSG400194475
HLAINL,ENSSG021656616
AKTAVP1,ENSSG844833103
STATPKP2,ENSSG286042560
TPSZNA1,ENSSG482652431
EGFRH2MA1,ENSSG704933390
MAPKXFP2,ENSSG976071936
FGFR34UL,ENSSG025547086
AKTTIUA1,ENSSG958992928
MYC0L1,ENSSG213757400
MYC28LP1,ENSSG689686171
MAPKZ5B2,ENSSG874849590
MAPKLQP1,ENSSG489473093
GATATBB,ENSSG045661177
SOX1MC,ENSSG572559847
HLAWWP1,ENSSG288659818
HBBZBDP2,ENSSG963132925
TPB81,ENSSG654239243
MAPK9XS1,ENSSG028972754
MYCNG3B,ENSSG534292259
MYC0VZ1,ENSSG374525465
HBBX1LP1,ENSSG232260568
HBBFBCP2,ENSSG203637350
MYCR3A1,ENSSG557612906
HBB6CTP2,ENSSG910473473
TPT0P2,ENSSG375801931
EGFRCLL,ENSSG185976006
HBBO2W2,ENSSG974991758
TP29U3,ENSSG350782304
JAKCFFC,ENSSG362189563
TPMFU3,ENSSG295067061
CDKSZYL,ENSSG196733293
STAT79IL,ENSSG509963931
GATAJ8N3,ENSSG753769229
TPOIR2,ENSSG099831354
JAK74GB,ENSSG009190927
LINCFIPL,ENSSG997353387
AKTK0C,ENSSG138986430
HLANVHP2,ENSSG284166780
AKTK9D3,ENSSG792428289
AKT7XSP1,ENSSG753512302
FGFRMG41,ENSSG123604314
STATE5D2,ENSSG264195878
STATMJL,ENSSG322762297
EGFRR5CP1,ENSSG040083462
STATDNHP2,ENSSG307825220
FGFRLPL,ENSSG220569807
HBBI1B,ENSSG611598305
JAKJQ2,ENSSG194134546
HLADW9P1,ENSSG331314233
STAT3YNP2,ENSSG267592940
AKTMGC,ENSSG018569954
MYCJD1,ENSSG103889933
HBB2G1,ENSSG781949929
STATVZP1,ENSSG351626128
GATAHXP2,ENSSG868430588
FGFRM71,ENSSG570376696
SOXNE3,ENSSG619721464
AKTCXHB,ENSSG279037631
STATJNC,ENSSG112569217
TPGB2,ENSSG270926287
TPP141,ENSSG375109064
GATALU2B,ENSSG314947607
HLA7793,ENSSG198260480
FGFRYC1,ENSSG526627848
GATATWB,ENSSG785821520
MYCXWP1,ENSSG447649209
MAPKUDK1,ENSSG067034732
SOX0KL,ENSSG944056099
TPQQGA1,ENSSG870218139
BRCAMV1,ENSSG974481728
CDKM93B,ENSSG261358210
STATFF9L,ENSSG404529603
FGFREZ3,ENSSG907074475
AKT73C,ENSSG835765049
GATABI6P2,ENSSG913335181
HLAYVL,ENSSG512796148
TPZGVA1,ENSSG897620740
STATAJ33,ENSSG227460722
HBBKZ3,ENSSG944518609
TPTATL,ENSSG298656796
BRCAVN1,ENSSG602953611
STATJCL,ENSSG712207610
GATAPML,ENSSG178727578
AKTDPWA1,ENSSG962437185
MYC11A1,ENSSG177495971
JAK6ZP2,ENSSG641156216
STATFVL,ENSSG001481354
SOX2RL,ENSSG660184066
BRCAJZ3,ENSSG612393727
LINCMGA1,ENSSG765666466
MYCPKM2,ENSSG932830596
EGFRF9A1,ENSSG359250996
LINCUOJ3,ENSSG731076054
MYCG872,ENSSG089896436
MAPK6EGA1,ENSSG469522711
AKT37C,ENSSG079498459
CDKQQZA1,ENSSG724363637
MYC3UDC,ENSSG993607779
FGFRYYC,ENSSG568232164
EGFRJVQP1,ENSSG790026196
JAKH72C,ENSSG778756990
FGFRGZA1,ENSSG860840875
STATFM3,ENSSG949691661
BRCADRVP1,ENSSG171373130
CDK8FT3,ENSSG925837518
HLAH02,ENSSG712477170
LINCSP1C,ENSSG541603815
CDKARB,ENSSG515496222
HLA095A1,ENSSG546652942
FGFRUMW1,ENSSG073112336
FGFRV1A3,ENSSG408839741
JAK1LHL,ENSSG211126188
MYC5IA1,ENSSG401963547
CDKO5CA1,ENSSG507105933
AKTHB5P2,ENSSG390096630
MAPKE6C,ENSSG739130416
TPTWX3,ENSSG262208619
GATAQLP2,ENSSG246563633
SOX94P2,ENSSG875643396
GATANCVP2,ENSSG230800561
LINCI02P1,ENSSG149758811
FGFR6CLC,ENSSG568176751
AKTD8A1,ENSSG854869302
MAPK9G9P2,ENSSG332689276
HLASWA1,ENSSG672332244
TPCX1,ENSSG375307073
MAPKKVL1,ENSSG937466900
MAPKCC1,ENSSG343377698
CDKHZ3,ENSSG356552090
EGFR38P2,ENSSG142716155
BRCA80B,ENSSG330803979
HBBDUEC,ENSSG649125125
CDK4ZIA1,ENSSG196657312
STATIN3,ENSSG961169954
BRCAZD3,ENSSG904933309
BRCAEJC,ENSSG998738632
HBB3GCP2,ENSSG696457192
TPXYD3,ENSSG378110930
CDKQ1D2,ENSSG896012720
HLA0D7A1,ENSSG419610360
EGFRPC2,ENSSG784966204
TPOMY3,ENSSG966701659
BRCA4TP1,ENSSG964110214
FGFRCZ1,ENSSG911849040
FGFRTTO3,ENSSG245736431
SOXG03,ENSSG215966505
HLA2D2,ENSSG078006704
STATODP2,ENSSG312239313
JAKIKE3,ENSSG987315789
FGFRS9EB,ENSSG130215120
JAK8X3,ENSSG318530143
AKTFFA1,ENSSG563224263
FGFRETYC,ENSSG812156450
GATA5Z3,ENSSG368769719
BRCAKFL,ENSSG030100079
HBB19BP1,ENSSG503888828
HBBWLOP1,ENSSG306492584
MAPKCGP2,ENSSG422671433
BRCANL3,ENSSG269049489
SOXU7CP2,ENSSG215250391
AKTG92,ENSSG623369668
FGFRB12,ENSSG871330676
LINC1323,ENSSG793869541
MYCNI2,ENSSG654143407
FGFRHRA1,ENSSG634313920
MYCDFC,ENSSG889966605
MYCQX3,ENSSG258347690
SOX531,ENSSG360468118
GATAGI3,ENSSG884234490
LINCTY83,ENSSG828218484
SOXVYQ3,ENSSG790643474
CDKJGE1,ENSSG183974324
CDKCB0A1,ENSSG868583091
BRCAN11,ENSSG746593559
AKTVXWA1,ENSSG011994486
MAPKG3B,ENSSG122608560
STATC8L3,ENSSG732659424
CDKHJ93,ENSSG975909813
JAK4OB,ENSSG188736864
BRCAVN81,ENSSG829414483
LINCOBB1,ENSSG716061066
MAPK3Z03,ENSSG253077106
SOX3P3,ENSSG649084758
BRCA9HB,ENSSG086923850
MYCPGXB,ENSSG532286357
BRCAEYC1,ENSSG145017618
GATAZTKP2,ENSSG464410408
BRCANHVP2,ENSSG085561047
GATAGIC,ENSSG959891867
GATAW1T3,ENSSG613842106
AKTD9G2,ENSSG240026490
CDKIQP1,ENSSG158581607
FGFR5U1,ENSSG618027410
STATM46A1,ENSSG019063135
SOXC32,ENSSG726259161
MAPKUFB,ENSSG008805790
SOXHLC,ENSSG215877464
CDK3F3A1,ENSSG148796209
FGFRPTP2,ENSSG838081520
MAPKBV3,ENSSG102981865
HLA432,ENSSG152794488
AKT5D3,ENSSG992581214
EGFRF93,ENSSG512064848
EGFR1TK3,ENSSG926856646
FGFRAW1L,ENSSG909682037
CDKN2UP1,ENSSG993263796
HBBO0P1,ENSSG514523688
MYCFHC,ENSSG937881847
AKT7QC,ENSSG633798944
LINCEWP1,ENSSG357510194
AKTLRIP2,ENSSG815482422
FGFR4V2L,ENSSG955813136
MYCNN3P2,ENSSG502451727
HLAJIOP2,ENSSG661189341
EGFRDNAB,ENSSG073661840
HBBC6K2,ENSSG247077400
FGFRU8P1,ENSSG461963646
TPYURC,ENSSG955252804
CDKIRC,ENSSG221742281
FGFRFXL,ENSSG622721457
LINCJOB,ENSSG036943514
BRCA5Z3A1,ENSSG437197528
FGFRIWP2,ENSSG929413686
STAT4Z01,ENSSG998913351
EGFR4Q1,ENSSG645205644
HLANH1P1,ENSSG468135472
EGFRPDB,ENSSG905637105
MYCZ8C,ENSSG539591232
HLANRNC,ENSSG323882196
STATZS2,ENSSG189106102
HBBL46B,ENSSG728334692
FGFRRKP1,ENSSG174311715
HLAUVDP2,ENSSG407123035
BRCATWA1,ENSSG060755903
TPJH92,ENSSG014200430
JAKBZY2,ENSSG702350763
HLA79TP1,ENSSG722106854
HLAJSY1,ENSSG692432425
AKTJI2,ENSSG280270256
HBBNV8P1,ENSSG924542214
SOXWPHA1,ENSSG122930980
JAKO41,ENSSG048641925
STAT8MCB,ENSSG619095305
STAT3EOC,ENSSG879199144
HBB1FC,ENSSG641428931
TPS24P1,ENSSG831199294
EGFRE3L,ENSSG062163686
HBB4GA1,ENSSG224052559
JAKLQRP1,ENSSG494948517
MAPKESR2,ENSSG995773068
JAKT6NP2,ENSSG607819464
SOXPYB,ENSSG852767865
TP3CVB,ENSSG597158106
HBBECP1,ENSSG419275445
LINCCMP1,ENSSG536669775
FGFR4QGL,ENSSG481601230
STATND2,ENSSG497198395
CDKDAVB,ENSSG476353058
EGFRA5B,ENSSG525505631
MAPKTRA2,ENSSG344590095
SOXAPP2,ENSSG127848756
TPDKP1,ENSSG588281966
JAKHHL,ENSSG040765546
EGFRE13,ENSSG444852223
MAPKO773,ENSSG087262019
SOX6FMC,ENSSG386394940
JAKHFPA1,ENSSG608352430
HBB632,ENSSG520993811
MAPKUFP1,ENSSG339337781
BRCAODP2,ENSSG582234972
STATXFOP2,ENSSG327760854
AKTV6PL,ENSSG676154250
BRCASLAC,ENSSG286117713
GATAEXL,ENSSG090114608
GATA0S4B,ENSSG365377705
STATYTB,ENSSG658210917
BRCA9I1,ENSSG024289642
BRCAIKTP2,ENSSG649810469
TPLXSB,ENSSG819724955
SOXL9H2,ENSSG010327659
EGFR0K22,ENSSG980762653
FGFRJZGA1,ENSSG044042621
HLAP3P2,ENSSG307756691
LINCZHX2,ENSSG764842103
MAPKUTFA1,ENSSG464281347
HBB1VP1,ENSSG501770706
MAPK8TL,ENSSG687844867
CDKWXLP2,ENSSG159005139
MAPKM4P2,ENSSG850738397
SOX0ELP1,ENSSG101976316
BRCAIZUC,ENSSG352368620
LINCGE1,ENSSG709344288
TPA6K2,ENSSG998243028
CDKX3A1,ENSSG845838001
MAPKV2C,ENSSG725056801
SOX351,ENSSG427029936
SOX1WL,ENSSG933590040
GATACA3,ENSSG953338160
BRCARB1,ENSSG726152980
SOXL4P2,ENSSG778240111
MYCX5C,ENSSG084568428
CDKACP1,ENSSG333931044
FGFR2MU2,ENSSG524609239
LINC4KKP1,ENSSG484847324
HBBO281,ENSSG154851465
SOXFPXP1,ENSSG995124146
CDKR3ML,ENSSG980616653
MAPK4DEB,ENSSG001252636
CDKFR4P2,ENSSG034589364
STATFJTB,ENSSG933267198
SOXZOP1,ENSSG560990687
HLAJOP1,ENSSG076773117
FGFR02QP2,ENSSG141389829
GATAS92,ENSSG874486908
STAT37P1,ENSSG294834098
SOXNM2,ENSSG819282369
HLAOZGB,ENSSG912478943
JAK8NXP2,ENSSG755349068
MYC8EXB,ENSSG193757832
SOXQH3,ENSSG194164588
HBBXX41,ENSSG958027287
SOXR8CC,ENSSG860922116
GATADZ1P2,ENSSG438358924
AKTI5YC,ENSSG983421147
AKTEIP1,ENSSG360775828
SOXNO4P1,ENSSG220763038
SOXZIZP1,ENSSG899986406
CDK4VA1,ENSSG280287715
SOXKH2,ENSSG843050980
TPALC,ENSSG137537508
FGFR6JTP1,ENSSG146758986
TP472,ENSSG455619460
TPHTD3,ENSSG548762740
HBBCDG1,ENSSG187675764
SOXNB3,ENSSG403990467
HBB0OG2,ENSSG350923640
STAT08C,ENSSG256159156
FGFR0N9A1,ENSSG338537280
BRCATV3,ENSSG221305785
AKT56AC,ENSSG624456096
AKTF71,ENSSG058941786
AKTG0R1,ENSSG411823598
CDKGHTB,ENSSG680017036
MYCOVZA1,ENSSG124281566
LINC7LMC,ENSSG255908159
TPWZFP2,ENSSG670309185
SOXYB9P1,ENSSG912477819
MYC7OP1,ENSSG646455359
STAT6WC,ENSSG633012295
GATAX6A1,ENSSG731419531
HLAPKHB,ENSSG798021295
JAK1J1B,ENSSG639839693
BRCATWPP2,ENSSG896672448
JAKRMCP2,ENSSG091004042
BRCAWN1L,ENSSG427620381
STATWQUP1,ENSSG070243242
SOXDX1,ENSSG071038375
MYCWQ9P1,ENSSG839708576
MYCRF1,ENSSG725095425
HLA84OB,ENSSG533367405
JAK2DBC,ENSSG952543551
MAPK78L,ENSSG209209717
HBBTGP1,ENSSG950446275
LINCVA3,ENSSG645427509
AKTKJ9P1,ENSSG417715541
STATJSA1,ENSSG507816478
CDKZKA1,ENSSG137664310
GATAUXMB,ENSSG510627012
HLAMODC,ENSSG828582759
EGFRZ31,ENSSG882011547
GATAPE3,ENSSG382642350
BRCA69P2,ENSSG239635831
TPNBC,ENSSG742415972
BRCAAHUP2,ENSSG225183058
TPEQ62,ENSSG321732598
TP1AS2,ENSSG776667512
HBBAY2,ENSSG770082706
MAPKBJC,ENSSG959030658
JAK3JP1,ENSSG807399562
EGFR7EB,ENSSG011543900
LINCTWLL,ENSSG131603386
EGFR097P2,ENSSG562724251
STAT6OG1,ENSSG614315229
AKT80P1,ENSSG220820069
FGFR79L,ENSSG932067714
HLAQG2,ENSSG973747453
TPLGP1,ENSSG540584459
TPL2A1,ENSSG619307442
HLA6W2B,ENSSG705252887
SOXWNSB,ENSSG815699880
FGFRCBP2,ENSSG086911940
STAT48AC,ENSSG474021453
FGFRQI12,ENSSG062656017
TP9B03,ENSSG800215834
MAPKQHL,ENSSG009226789
HBB0UP2,ENSSG682540363
HLA8Q41,ENSSG648271878
LINCIUCP2,ENSSG379136317
CDK2IC,ENSSG030714122
MYCDB2,ENSSG196698037
HBBZA6C,ENSSG634985295
EGFR9P3,ENSSG975504315
BRCAU9MA1,ENSSG288825260
GATAPKZP2,ENSSG264031169
HLA8433,ENSSG117340153
SOXXVP2,ENSSG588794454
LINC4BP2,ENSSG194619067
MAPKP2S3,ENSSG654208383
SOXQDD1,ENSSG028310538
HLAN4CB,ENSSG429933589
STATMPCC,ENSSG054354524
AKTVW3,ENSSG065591074
LINCCEBP1,ENSSG919366117
SOXWVL,ENSSG387890959
MYC61AC,ENSSG959837793
JAK8JYC,ENSSG676824523
TPIXE1,ENSSG893862619
FGFRWRA1,ENSSG160956580
HLA0Y2,ENSSG779856049
SOXUH3,ENSSG212424040
FGFRRT1,ENSSG272097420
CDKOMJA1,ENSSG364474179
BRCA0RSP1,ENSSG737828935
EGFR6PB,ENSSG340713571
SOX9HS1,ENSSG995748381
MYCC8A1,ENSSG144616118
MAPK13RB,ENSSG751070897
CDKSLWL,ENSSG306006416
LINCGIC,ENSSG334813930
BRCAGC1L,ENSSG975384279
MAPKSX1,ENSSG677623677
HLAPIP1,ENSSG596251579
TPLZ1,ENSSG367896171
TPY33,ENSSG311952260
STAT9VL,ENSSG913975305
HBB0BBP2,ENSSG167968568
HLAASP1,ENSSG735565154
FGFR3DML,ENSSG274900504
BRCAW63,ENSSG644174351
MAPKK6K1,ENSSG171496825
STATA3P2,ENSSG445342371
SOXTXN1,ENSSG246802662
FGFRD43,ENSSG660198817
TP2F3,ENSSG273667885
GATAZP4P1,ENSSG657916313
STAT65A1,ENSSG936378290
AKTJZYL,ENSSG910833774
HLAG82,ENSSG945733401
GATADYP2,ENSSG740394746
JAKKRC,ENSSG853216169
MYCWHP2,ENSSG760698720
TP3F3,ENSSG786300627
MAPKUO3,ENSSG108366010
EGFRGRT1,ENSSG304357126
STATW5C,ENSSG788767842
HLAJE02,ENSSG646251270
STAT3EEC,ENSSG503200254
TPR4L,ENSSG874359949
CDK6GC,ENSSG030471557
CDKYDBP2,ENSSG662636749
TPLTEP1,ENSSG097109993
JAK6F1,ENSSG540456092
EGFRV883,ENSSG724373657
HLAPAE1,ENSSG482192736
MYC523A1,ENSSG497957216
MAPKXQL,ENSSG112200528
FGFRIW3,ENSSG445151783
HBB49P1,ENSSG646208268
SOXQT3,ENSSG806647065
AKT3FP1,ENSSG780611977
SOX8UDP2,ENSSG671041138
FGFR27O1,ENSSG779693424
HLA776C,ENSSG546826750
EGFR5W1L,ENSSG601134388
MYCVUC,ENSSG593752557
FGFRFC2,ENSSG770538741
HLA5QR2,ENSSG477976109
GATAJKA1,ENSSG774132953
TPYTB,ENSSG172554942
AKTFE32,ENSSG940373978
FGFRF5SB,ENSSG380175305
HBB7XP2,ENSSG496376950
GATAVQ3,ENSSG292032592
HBBA2SB,ENSSG308389261
AKT9DOB,ENSSG495222278
FGFRYMI3,ENSSG042504323
CDKSTR1,ENSSG754065929
FGFRI7B,ENSSG037581410
MAPK4BB,ENSSG095568814
TP50AA1,ENSSG417701437
BRCACAB,ENSSG855585942
MAPK3TP2,ENSSG789079965
GATAQJP1,ENSSG659041406
GATAXYIP1,ENSSG651185352
FGFRYJ6A1,ENSSG916266989
JAKBE6L,ENSSG002135844
TPVMA1,ENSSG686111738
HBB65V2,ENSSG819500659
GATA832,ENSSG401935256
HLA5AB1,ENSSG307134596
FGFRTIL,ENSSG420107264
LINC8OC,ENSSG278511171
TPHTB,ENSSG362355009
CDKIMC3,ENSSG751455367
AKTZUV1,ENSSG010786579
HBBZPXA1,ENSSG941511361
GATAV8TB,ENSSG825027073
AKTQSA1,ENSSG540182909
SOXLL3,ENSSG045141111
LINC3ZQC,ENSSG060336274
GATAIBN2,ENSSG484766243
HLA26LP1,ENSSG467856641
LINCQ6FA1,ENSSG149777889
HBBJGB,ENSSG961254092
FGFR6KTP1,ENSSG726135992
STATSTL,ENSSG442324769
JAKIVCP2,ENSSG119334194
AKTG9UL,ENSSG831724126
BRCA90V3,ENSSG328179096
GATA0NYB,ENSSG075839325
HLAUWA1,ENSSG035521095
GATAUQKB,ENSSG508199566
SOX1KJ2,ENSSG773923982
STATUTU3,ENSSG854231254
GATAMIA1,ENSSG913517673
CDKITP1,ENSSG634722753
STAT9RP2,ENSSG091639112
HBBNE31,ENSSG579242964
CDKTHV3,ENSSG322036378
MYCA5L,ENSSG432182680
JAK0HJ2,ENSSG581905451
MAPKH7BP1,ENSSG665077652
AKTQ37B,ENSSG279393319
LINCGNJL,ENSSG910544730
MYC0UZA1,ENSSG975731459
AKT3ZA1,ENSSG911014072
MAPK8HP1,ENSSG446483442
HLA2ZP2,ENSSG910166120
HLABIL,ENSSG996143239
LINC3QC,ENSSG837780541
GATA5P2,ENSSG995443556
MYCJV3,ENSSG764363812
LINC0T13,ENSSG377471307
CDKDG2,ENSSG971728568
HLA6Z7P2,ENSSG883583876
MAPKP62,ENSSG959023041
JAKBNWA1,ENSSG370719557
SOXI33,ENSSG652604787
BRCA5HP1,ENSSG009776341
CDKVMK1,ENSSG809828346
HLA5CC,ENSSG505712141
MAPK5AL,ENSSG072378492
JAKMR1,ENSSG839223341
STATOUT1,ENSSG421692426
HBBSWK1,ENSSG402389007
AKT92O1,ENSSG986650317
CDK8HRA1,ENSSG785144880
BRCAMT2,ENSSG556240334
STAT2BB,ENSSG551498925
TP8H3,ENSSG247388111
LINC627P1,ENSSG396858805
HBB96B,ENSSG168055769
JAKXFP2,ENSSG241422889
TPJRUA1,ENSSG639554756
CDK5U7C,ENSSG169868485
EGFR5AP1,ENSSG264013566
LINCJS6C,ENSSG352244845
HLA8BA1,ENSSG421617714
AKTL73,ENSSG457125358
STAT9PAL,ENSSG966326738
CDKXE01,ENSSG728747121
HLAHZD3,ENSSG925653085
JAK55H2,ENSSG512672031
MAPKRGIP1,ENSSG573083854
EGFR9NGP1,ENSSG553606197
SOXBJ1,ENSSG983424523
GATAPFP2,ENSSG790641134
EGFRVA6P2,ENSSG775191371
STAT4T1,ENSSG783978394
JAKEH6C,ENSSG024746317
JAKATDA1,ENSSG964429313
TPUOC,ENSSG006635663
AKTU5B,ENSSG437368759
CDKUGL,ENSSG141369361
JAKZME1,ENSSG964793958
CDKMICA1,ENSSG619563771
LINCP702,ENSSG069674925
HLAV0TB,ENSSG574221909
GATAWDDA1,ENSSG077461648
BRCAZF2A1,ENSSG996560598
AKTX3L,ENSSG734094081
STATUMP2,ENSSG025752336
HLAWSC,ENSSG550813876
GATAKD1,ENSSG796591518
GATAO9P1,ENSSG593568903
SOXYY5B,ENSSG299179509
BRCAU53,ENSSG912877730
GATALJ1,ENSSG436095924
HBBU26P2,ENSSG924507848
BRCANTD2,ENSSG604220481
CDKE23,ENSSG338849811
FGFR52L,ENSSG684924557
JAKR0B,ENSSG097360870
TPY5P1,ENSSG314465670
HLAU6WP2,ENSSG437349847
LINCS03,ENSSG506004493
MAPKNG62,ENSSG708179353
SOXGT2A1,ENSSG124658723
MYCH71,ENSSG987934006
SOXV6L,ENSSG566166840
TPIFC,ENSSG378307577
LINCZFP2,ENSSG485775581
BRCA4ATB,ENSSG758065051
STATF1DB,ENSSG878828539
HLAHM43,ENSSG853371143
TPM4L,ENSSG994521852
CDKIFP1,ENSSG083761338
LINCVT1L,ENSSG522191402
TPJ9B,ENSSG027337278
HLACK91,ENSSG635423082
HLAGWL,ENSSG590216229
FGFR63L,ENSSG135553152
LINCTOOL,ENSSG435650997
GATAKF0L,ENSSG529944898
EGFR6IGA1,ENSSG565389819
BRCA0FP1,ENSSG867140325
LINCX11,ENSSG122899928
EGFRRPBP2,ENSSG032455079
STATODYP2,ENSSG137999855
HBBG5C,ENSSG326440674
MAPKTUA1,ENSSG465706718
BRCAO1T2,ENSSG044274526
HLAG3VP1,ENSSG263521958
JAKTH7A1,ENSSG100738108
AKT75V3,ENSSG453739678
AKTR182,ENSSG653211077
FGFRES7B,ENSSG207716191
CDKMLJP2,ENSSG807244582
MAPKHT2,ENSSG772222305
BRCAPUMB,ENSSG251389337
AKTCHB,ENSSG869934685
LINC5CB,ENSSG282285425
HBB86A1,ENSSG228761151
HLAEOK1,ENSSG048110712
MAPKXLCP2,ENSSG616401003
TPW2A1,ENSSG778708746
SOX2222,ENSSG816362106
STAT510P1,ENSSG752001688
BRCA9C1,ENSSG325220803
STATUN9B,ENSSG062268802
MYC4F1,ENSSG706042296
AKTSWA1,ENSSG043667902
LINCNS3,ENSSG437636969
CDKBYTL,ENSSG289666168
MYCCJCL,ENSSG660363797
MAPK5YB,ENSSG335734350
HBBC73,ENSSG670521058
TPX51,ENSSG878731888
FGFR9352,ENSSG661443502
MYCE92,ENSSG389888449
HLAQ5P2,ENSSG471931284
HBB4ZWA1,ENSSG316629275
TPB0W2,ENSSG918268057
BRCAJLL,ENSSG547667962
EGFR9CQC,ENSSG729832119
FGFRIUP2,ENSSG300344453
SOXXU3,ENSSG472190041
HLAQVRP2,ENSSG516459905
SOXRP9C,ENSSG383144133
HBB5JVC,ENSSG442775467
JAK1T6P1,ENSSG348941159
JAKG4P1,ENSSG569183855
GATAMZYP2,ENSSG904243887
GATATPB,ENSSG843268751
STATZYXA1,ENSSG577705344
AKTQOSL,ENSSG951876664
HBBGKL,ENSSG057207622
HBBGE6P1,ENSSG313908921
BRCAXNPL,ENSSG124303393
TPJP2,ENSSG273830585
FGFRUA5A1,ENSSG734984043
CDK65B,ENSSG503588257
MAPKS9GA1,ENSSG005619727
CDK5X2C,ENSSG593106251
AKT6LB,ENSSG538065413
GATAH13L,ENSSG690276215
HBBZNL,ENSSG146922395
JAKREC,ENSSG797468403
EGFRGIP2,ENSSG377983591
STATWBRA1,ENSSG094969902
JAK62P1,ENSSG544319308
HLAFUN2,ENSSG149893004
EGFROMC,ENSSG092084315
JAK2UP2,ENSSG868983716
HLASF3,ENSSG047669947
MYC473,ENSSG146821244
TPAQL,ENSSG017555955
MYCJ2Y1,ENSSG189799257
HLA82C,ENSSG205848461
EGFR18P2,ENSSG276767758
MYCA7P1,ENSSG638851245
JAKTV3,ENSSG467500770
FGFRVAFA1,ENSSG853635052
EGFRFDEA1,ENSSG571275597
FGFRG5L,ENSSG018230122
MAPKHVL,ENSSG850953787
EGFR73C,ENSSG747726934
LINCAJB,ENSSG819996783
JAK5KVC,ENSSG586031672
HLAC0L,ENSSG377280834
GATAO982,ENSSG374891193
GATARPWB,ENSSG350640868
BRCAICW1,ENSSG487812218
EGFRG21,ENSSG440275070
MYCF9MP2,ENSSG735883300
STATMO83,ENSSG830821294
HBBTXXP2,ENSSG666072329
MYC4P3,ENSSG824786183
LINCGJP2,ENSSG625688632
LINCS6EP1,ENSSG497810587
CDKHVP1,ENSSG033558246
STAT8PL,ENSSG056174292
FGFRG5FC,ENSSG480666078
SOXO03,ENSSG823943479
JAKA70B,ENSSG988328544
STATPA9P2,ENSSG934062132
GATAG32,ENSSG961015330
GATA0SOA1,ENSSG009504607
FGFRKEP2,ENSSG317531476
HLAZBTL,ENSSG425411102
MAPKKGRA1,ENSSG523568647
CDK6VP1,ENSSG666062632
SOXGQ1C,ENSSG594879790
STATAPZ1,ENSSG673327023
AKTHE5B,ENSSG838162889
SOX04XB,ENSSG250534893
BRCA1H2,ENSSG026081137
LINCEHA1,ENSSG286022289
FGFRG6P2,ENSSG422876966
EGFRM5LB,ENSSG728507699
MAPKQ8Z1,ENSSG410745425
BRCAPUC,ENSSG210478134
SOXXXA1,ENSSG392746459
STAT56B,ENSSG432299421
CDK26RA1,ENSSG406373198
CDKAIN2,ENSSG235417676
BRCAZMP1,ENSSG229078918
STATEBJB,ENSSG729287561
MAPKEY7C,ENSSG633736469
TP3CK1,ENSSG071873066
STATTB0A1,ENSSG599702304
FGFRZE3,ENSSG306770262
GATA4V3,ENSSG443768335
TPMNB,ENSSG361064531
JAKYIEA1,ENSSG709612517
EGFRHRB,ENSSG041395687
TPP5TP2,ENSSG307061985
HLA9QFL,ENSSG577670119
HLAC7B,ENSSG390410129
BRCA2WB,ENSSG844459543
CDKTV1,ENSSG078805756
FGFRVZ3,ENSSG737624469
HLATA9L,ENSSG128092488
FGFRKGSP1,ENSSG232764119
STATW6WA1,ENSSG589829128
GATA5KC,ENSSG370212848
MYC1BB,ENSSG415402718
CDK3APL,ENSSG842193268
HLANTEA1,ENSSG161234475
JAKNJ43,ENSSG843117221
GATA6W1,ENSSG200650526
MAPK6Y3,ENSSG603261992
TPGEML,ENSSG737167281
AKT24U2,ENSSG918520878
GATAQ862,ENSSG582208170
HBBNII2,ENSSG281821847
FGFRIJ5B,ENSSG737129695
MAPKN2A1,ENSSG445914297
HBB413,ENSSG354821886
AKTWRL,ENSSG685248606
JAK3U2C,ENSSG370460480
GATAD01,ENSSG269384442
MAPKCDC,ENSSG117471342
JAKTAUB,ENSSG294722297
